#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A189D7
#Date Time: 2024-04-26 12:24:31.267
#Start: 100 Hz
#Stop: 50000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 59.9292 V
#Offset: 0.000675089 V
#Relative: no
#Channel: Channel 2
#Range: 59.9881 V
#Offset: -0.00209507 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100.0000000000001,-1.753667027758239,-0.01234658027995926,-1.670737779928075
104.2300949424216,-1.755645879153991,-0.007356245637266074,-1.577483997664572
108.6391269170621,-1.732387048876746,-0.02495995879642138,-1.602548730001786
113.2346651302716,-1.718043637629651,-0.01080490775142077,-1.860086729124987
118.0245989730151,-1.726587681410526,-0.009344137504634269,-1.764473918779913
123.0171515649861,-1.704903171498928,-0.004800671320287106,-1.986986236883866
128.2208938716475,-1.707516426598812,-0.01155189218656636,-1.958016676981103
133.6447594184397,-1.679070446530879,-0.006098128986099017,-2.21401753233522
139.2980596274105,-1.684752270887937,-0.008355908033721188,-2.250453265511283
145.1904998026008,-1.652391662787397,-0.0217298274718713,-2.157067305471656
151.3321957916271,-1.657563089537367,-0.01406882065780901,-2.302704142011692
157.7336913520643,-1.655229910132133,-0.003052053620104596,-2.452222534115037
164.4059762524425,-1.629114135272817,-0.03727147746444888,-2.453065578351456
171.360505138936,-1.640878579359089,-0.02431353611447404,-2.797614115108672
178.609217200126,-1.639047149902329,-0.001999693222182231,-2.909250426279186
186.1645566636072,-1.631318371349174,0.0029878934439576,-2.850805135285526
194.0394941596158,-1.638642064221286,0.01323457936200021,-3.18529614734075
202.247548988362,-1.602794862791398,-0.01955096881087243,-3.03798917603558
210.8028123292901,-1.624007270044383,0.009737715101119943,-3.206707114823672
219.7199714321139,-1.621731500984527,0.008405414040483146,-3.59335747904268
229.0143348311534,-1.599391132815694,0.003741927537516357,-3.474889141905166
238.7018586262665,-1.590490970137578,-0.0001488884219234795,-3.632981981592422
248.7991738754823,-1.582231914400459,-0.01794000080612024,-3.848382880521521
259.3236151463755,-1.57943161329065,-0.01462172938826018,-3.826542249783586
270.2932502751869,-1.589612128096728,-0.006833403091071576,-4.058098237312578
281.7269113847843,-1.590833601172084,0.005998480220389207,-4.471267280284991
293.6442272147124,-1.565686431850805,-0.003355663226632874,-4.571966280399394
306.0656568188346,-1.563606940456981,-0.004564093916151985,-4.785764711599512
319.0125246884172,-1.576139280349592,0.004950308253218499,-5.014303734111692
332.5070573609534,-1.57835763126728,0.01192554863236825,-5.182583435955323
346.5724215775736,-1.569982381365695,-0.00589698327242062,-5.111142471793897
361.2327640545542,-1.556266716935437,-0.002299104523468732,-5.686798292211236
376.5132529371953,-1.563587078449967,0.02673576519928969,-5.666518265506397
392.4401210072382,-1.544517734961699,0.001569867447481795,-5.992707753421868
409.0407107179982,-1.562453540427142,-0.009751363555273899,-6.225168182112043
426.3435211345256,-1.538859885169466,-0.002127036088905474,-6.57296488375907
444.3782568593789,-1.525576255220107,-0.01082972803581417,-6.826415862258553
463.1758790280082,-1.564441981819131,0.009544603912232856,-6.969647508260167
482.7686584612883,-1.53710681008747,0.0130766621522956,-7.323796246022759
503.1902310664553,-1.569750361868119,0.02799536777011381,-7.799104169727133
524.4756555815562,-1.51670772606601,0.005477936532748596,-8.007834413061659
546.6614737625438,-1.556729574957183,0.02386818661249544,-8.420801565541986
569.7857731163404,-1.524860774050009,0.0146361084780786,-8.934341339241129
593.8882522875714,-1.531256235845658,0.02494040999325349,-9.169093363196493
619.0102892112237,-1.549778008754625,0.04777414021444621,-9.390628819233328
645.1950121482167,-1.535200654595494,0.06677587771287401,-9.99852969013287
672.4873737258538,-1.555881758723552,0.04948843054631522,-10.26512284033319
700.9342281102546,-1.532565524415366,0.03475128780651561,-10.77175334172718
730.584411443248,-1.511253737203511,0.01550784438561813,-11.22267076242394
761.4888256818282,-1.530630006006529,0.04709851269426339,-11.70044971950096
793.7005259841002,-1.528997970198485,0.05682473897021121,-12.00048040102448
827.2748117917272,-1.551376768730187,0.08773491697810659,-12.81091409750923
862.2693217652554,-1.541004291753808,0.08177845687934546,-13.42123686652356
898.7441327352996,-1.548544022546701,0.1118106874474,-14.11867718911346
936.7618628394459,-1.486926796743236,0.06004048114992216,-14.48888846772896
976.3877790219507,-1.523164158986304,0.1258360709380714,-15.15698886988537
1017.68990908078,-1.500143441185775,0.07926032337862121,-15.7547314615619
1060.73915845434,-1.533966972509516,0.1408347320200416,-16.52605389696161
1105.609431948401,-1.510444510905286,0.1502181634864848,-17.38829052162242
1152.377760612186,-1.5191065593309,0.1431938256658451,-17.95246192794747
1201.124433981432,-1.467726010536206,0.1294070272170901,-18.99713236311987
1251.93313791547,-1.539345154271065,0.1789028404968891,-19.8955453983164
1304.891098264931,-1.55024016675849,0.2213955323122469,-20.60589509775072
1360.089230616743,-1.488363753855161,0.1891661282144929,-21.73475990559673
1417.622296373483,-1.481807709283546,0.1829458928755412,-22.36145225432828
1477.589065435017,-1.45980050653167,0.1944977569352158,-23.84059570384147
1540.092485761756,-1.438786122554425,0.1832731111017509,-24.5340654833382
1605.239860110578,-1.445539884433227,0.2324376510072514,-26.10129710131181
1673.14303024685,-1.477437613180562,0.2633529310536815,-27.37864980835317
1743.918568948799,-1.477166537456419,0.2855800881986025,-28.37770961991436
1817.687980133853,-1.475679907892803,0.324001795868685,-29.61360404831643
1894.577907450499,-1.450515434526366,0.3101381269960798,-31.04496690012601
1974.720351693797,-1.471277932331871,0.3397286068073916,-32.64782946313142
2058.252897417765,-1.451450584689164,0.3296352205907392,-34.08525975015239
2145.318949133678,-1.456753553223205,0.3673929854817092,-36.17961428238321
2236.067977499791,-1.397811571437218,0.3663437135454886,-37.4939577743045
2330.655775925117,-1.442538397007681,0.3475799795979305,-39.57870629022179
2429.244728027779,-1.492049852796456,0.4003373755358696,-41.28506754124254
2532.004086407124,-1.440993713820863,0.3894599365918211,-43.3680962627739
2639.110263208136,-1.431750291690268,0.3576668407906891,-46.0905510880341
2750.747132977031,-1.415566861763781,0.3768375473123859,-48.22396991748734
2867.106348327898,-1.424971625552885,0.3883376237676552,-50.47654404969606
2988.38766896236,-1.377350716446866,0.3095979683089887,-52.65467625738131
3114.799304607086,-1.371882726227673,0.278535416205982,-55.74823478013059
3246.558272457852,-1.426720271215428,0.3568844287775818,-58.7564098422489
3383.890769743857,-1.373657664097164,0.220698255804673,-61.22859391534016
3527.032562051862,-1.373534542155954,0.1399165375065224,-64.20894014638955
