#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A18A20
#Date Time: 2024-04-19 10:52:26.044
#Start: 100 Hz
#Stop: 50000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 60.9019 V
#Offset: 0.00253441 V
#Relative: no
#Channel: Channel 2
#Range: 59.9969 V
#Offset: 0.00132811 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100.0000000000001,-36.73771660504836,36.05546666806067,-86.76252955123003
104.2300949424216,-35.48273655988346,34.80974392830301,-90.01758227807909
108.6391269170621,-35.03586463504823,34.35843250073982,-88.70104017084077
113.2346651302716,-35.53583621529617,34.83110012646018,-101.5596485270525
118.0245989730151,-35.15342466974691,34.45889544514387,-87.80960571275843
123.0171515649861,-35.44031455911025,34.79116187530003,-77.70474840022753
128.2208938716475,-34.89874078924626,34.22015417343471,-95.16344408658927
133.6447594184397,-35.15433855708221,34.50582572979599,-87.89353410960888
139.2980596274105,-33.07982084229734,32.39906020531821,-96.67892948741985
145.1904998026008,-34.76407964051683,34.08817825762326,-92.64900009288118
151.3321957916271,-33.5984971397336,32.94302878286483,-98.78572439747816
157.7336913520643,-33.29313595277521,32.61698349791929,-98.10199916936607
164.4059762524425,-31.5053568632557,30.86601343324715,-92.1857469745927
171.360505138936,-32.14376164425806,31.48999664508246,-93.78826037251858
178.609217200126,-31.69658025714858,31.02418228292042,-91.74323768583287
186.1645566636072,-31.84027989485871,31.21148554190675,-85.98584783145408
194.0394941596158,-30.61037679383716,29.93802991850095,-98.48897234271735
202.247548988362,-31.02588871711469,30.38843284826019,-89.57018848131629
210.8028123292901,-30.6380274269068,29.99116458203812,-96.09357474028543
219.7199714321139,-30.67422927391043,30.03371261234442,-91.80166307357642
229.0143348311534,-30.2972310602129,29.66410036741597,-94.58524881240143
238.7018586262665,-30.07701042461061,29.44585297249271,-94.43913508201695
248.7991738754823,-29.71574986865831,29.05160219047131,-93.97171517741269
259.3236151463755,-28.70093324216372,28.0614466894084,-96.67381774565774
