#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A18A20
#Date Time: 2024-04-19 10:56:24.227
#Start: 100 Hz
#Stop: 50000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 60.9019 V
#Offset: 0.00253441 V
#Relative: no
#Channel: Channel 2
#Range: 59.9969 V
#Offset: 0.00132811 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100.0000000000001,-36.95895631014479,36.28192873300749,-91.51078256521218
104.2300949424216,-37.18371185023329,36.54467813998082,-86.17591206110319
108.6391269170621,-35.49538505838717,34.81511794650862,-97.83818851519884
113.2346651302716,-34.39850347508582,33.73866530752568,-87.9452245993744
118.0245989730151,-36.07281026127423,35.40816076812263,-91.24750969703153
123.0171515649861,-34.69485157189393,34.04455673046635,-85.82099618605855
128.2208938716475,-33.69910103057038,33.01164727475125,-101.3565507734808
133.6447594184397,-34.91223460684077,34.24981283095464,-92.62851379847463
139.2980596274105,-33.63040070197847,32.98129376363543,-93.46647582708113
145.1904998026008,-32.85413796789016,32.22123085334771,-86.97143361144754
151.3321957916271,-32.66867329966308,31.99813218367744,-99.34175863782875
157.7336913520643,-31.87734227275681,31.25768307913571,-81.09423351719663
164.4059762524425,-31.10116134159702,30.46530479017908,-87.22994525472949
171.360505138936,-31.27769947572667,30.64129115025252,-88.83824437818845
178.609217200126,-30.94488513539369,30.31910736687002,-99.28118466229526
186.1645566636072,-30.11368829253794,29.47192423802754,-99.51815227214929
194.0394941596158,-31.21735836808674,30.59406498253119,-92.58634086882708
202.247548988362,-30.57026886236193,29.94400922126171,-88.83089596998101
210.8028123292901,-29.63343803236415,29.04996934313675,-86.08126630199473
219.7199714321139,-28.83852926438948,28.20876638599152,-96.6979830731285
229.0143348311534,-30.75344404102625,30.13861156910452,-97.74742910481105
238.7018586262665,-28.80603799147252,28.20057045298037,-94.0883970510219
248.7991738754823,-28.70838517698657,28.03139808614157,-99.94834809795617
259.3236151463755,-28.01646919990373,27.39522683497461,-91.16191347423018
270.2932502751869,-28.20476470637784,27.59500268746679,-93.08088101967857
281.7269113847843,-27.11284162003579,26.50537589332226,-97.11278202075283
293.6442272147124,-27.65817300681947,27.05887592541596,-93.7791789829601
306.0656568188346,-26.35339610785212,25.75144912769849,-94.12540169805456
319.0125246884172,-27.3360318800337,26.69298601581998,-101.3348264031476
332.5070573609534,-26.01848263585952,25.42950950885063,-98.79622815487249
346.5724215775736,-25.76201605391197,25.17034868043274,-97.70007899228028
361.2327640545542,-25.09622087022079,24.51442275162137,-95.54271083056544
376.5132529371953,-24.80884495579811,24.21433738605504,-96.55023314948221
392.4401210072382,-24.59293402393034,24.03205256882205,-99.58033911236771
409.0407107179982,-24.16821345729138,23.60481392091572,-97.45522849314015
426.3435211345256,-23.70748763312845,23.17606947250681,-96.04885970698265
444.3782568593789,-23.13422719459597,22.57190857053706,-99.26582143975175
463.1758790280082,-23.04329694501509,22.48142454562289,-96.76497647479857
482.7686584612883,-22.38806353271779,21.8432235568582,-99.35482127376712
503.1902310664553,-22.36969963038375,21.83289303364099,-98.64500280598298
524.4756555815562,-21.66485608050284,21.14829213238084,-100.7013489822215
546.6614737625438,-21.4344545892252,20.93121841825164,-99.1341256964412
569.7857731163404,-21.04607909334121,20.52161694179814,-100.7194102676885
593.8882522875714,-20.69510543211607,20.20117384528679,-102.8121064533292
619.0102892112237,-20.20679962943469,19.72898575272761,-101.5266133020636
645.1950121482167,-19.94400388544945,19.48233972751832,-100.1726600287742
672.4873737258538,-19.43771242254489,18.89681639278241,-107.9394971457268
700.9342281102546,-19.15804871132407,18.75927823844084,-102.9837377780333
730.584411443248,-18.62964877297269,18.22946671719547,-103.2093750025204
761.4888256818282,-18.03921892198521,17.66220546708974,-103.6583610747366
793.7005259841002,-17.77026414177587,17.42050985043066,-105.0847505154137
827.2748117917272,-17.54060270143986,17.18822487066508,-105.7262800160502
862.2693217652554,-17.21371690319959,16.9061805867554,-106.537457009418
898.7441327352996,-16.77762201095472,16.51711920002269,-108.8149498782059
936.7618628394459,-16.33705938865156,16.0782243662487,-108.5938196298052
976.3877790219507,-15.71564086862855,15.50045215117274,-108.91187073291
1017.68990908078,-15.55107887981259,15.40645241712376,-109.28188600813
1060.73915845434,-14.78554844228514,14.637803300645,-110.654756440448
1105.609431948401,-14.22987068398878,14.12617122150268,-110.9547924331985
1152.377760612186,-14.03066174308432,14.00757513748382,-112.1832771856706
1201.124433981432,-13.53637920168675,13.53530487768897,-112.3093821300922
1251.93313791547,-13.02282742709348,13.05232825170426,-113.8477663914092
